annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,72,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,8,NA,0,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,286,NA,14,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,0,NA,0,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard - Sainte-Geneviève,NA,96,NA,5,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,75,NA,4,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,82,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,131,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier - Hochelaga-Maisonneuve,NA,217,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,17,NA,3,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,215,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,124,NA,6,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,28,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,158,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,87,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,86,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies - Pointe-aux-Trembles,NA,437,NA,4,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont - La Petite-Patrie,NA,191,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,35,NA,7,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,136,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,155,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,3,NA,3,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,95,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,94,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,90,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray - Saint-Michel - Parc-Extension,NA,137,NA,1,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,41,NA,2,NA,NA,NA,NA
2023,"Résidus de construction, rénovation, démolition et encombrants éliminés",Écocentres,NA,20640,NA,,NA,NA,NA,NA
2024,Matières recyclables,Agglomération de Montréal,284 039,167963,65 %,76,,,,
2024,Matières recyclables,Ville de Montréal,243 903,144993,65 %,74,,,,
2024,Matières recyclables,Ahuntsic-Cartierville,17 110,9732,63 %,66,,,,
2024,Matières recyclables,Anjou,5 766,3368,64 %,72,,,,
2024,Matières recyclables,Baie-d'Urfé,659,440,73 %,119,,,,
2024,Matières recyclables,Beaconsfield,3 324,2104,70 %,109,,,,
2024,Matières recyclables,Côte-des-Neiges–Notre-Dame-de-Grâce,22 154,13231,66 %,69,,,,
2024,Matières recyclables,Côte-Saint-Luc,4 416,2230,55 %,58,,,,
2024,Matières recyclables,Dollard-des Ormeaux,7 332,3630,54 %,72,,,,
2024,Matières recyclables,Dorval,2 962,1988,74 %,96,,,,
2024,Matières recyclables,Hampstead,1 151,655,62 %,86,,,,
2024,Matières recyclables,L'Île-Bizard–Sainte-Geneviève,3 074,1662,59 %,81,,,,
2024,Matières recyclables,Kirkland,3 854,2091,60 %,107,,,,
2024,Matières recyclables,Lachine,6 169,3827,68 %,74,,,,
2024,Matières recyclables,LaSalle,11 443,6742,65 %,71,,,,
2024,Matières recyclables,Mercier–Hochelaga-Maisonneuve,18 391,11630,69 %,76,,,,
2024,Matières recyclables,Montréal-Est,910,465,56 %,95,,,,
2024,Matières recyclables,Montréal-Nord,13 381,7593,62 %,80,,,,
2024,Matières recyclables,Montréal-Ouest,788,511,71 %,95,,,,
2024,Matières recyclables,Mont-Royal,2 588,1408,60 %,63,,,,
2024,Matières recyclables,Outremont,3 755,2407,70 %,85,,,,
2024,Matières recyclables,Pierrefonds-Roxboro,10 159,5635,61 %,74,,,,
2024,Matières recyclables,Le Plateau-Mont-Royal,15 523,9388,66 %,81,,,,
2024,Matières recyclables,Pointe-Claire,5 474,3748,75 %,103,,,,
2024,Matières recyclables,Rivière-des-Prairies–Pointe-aux-Trembles,16 387,9648,65 %,82,,,,
2024,Matières recyclables,Rosemont–La Petite-Patrie,19 487,12548,71 %,81,,,,
2024,Matières recyclables,Sainte-Anne-de-Bellevue,852,537,69 %,98,,,,
2024,Matières recyclables,Saint-Laurent,12 776,7494,64 %,66,,,,
2024,Matières recyclables,Saint-Léonard,11 513,6818,65 %,80,,,,
2024,Matières recyclables,Senneville,189,134,77 %,130,,,,
2024,Matières recyclables,Le Sud-Ouest,11 911,6972,64 %,73,,,,
2024,Matières recyclables,Verdun,10 135,6640,72 %,86,,,,
2024,Matières recyclables,Ville-Marie,14 723,8689,65 %,70,,,,
2024,Matières recyclables,Villeray–Saint-Michel–Parc-Extension,20 045,10967,60 %,70,,,,
2024,Matières recyclables,Westmount,3 091,2171,77 %,107,,,,
2024,Matières recyclables,Écocentres,NA,648,NA,,,,,
2024,Matières organiques,Agglomération de Montréal,278 135,108534,39 %,49,,,,
2024,Matières organiques,Ville de Montréal,223 923,79404,35 %,41,,,,
2024,Matières organiques,Ahuntsic-Cartierville,17 995,7215,40 %,49,,,,
2024,Matières organiques,Anjou,5 158,1654,32 %,35,,,,
2024,Matières organiques,Baie-d'Urfé,1 051,731,70 %,197,,,,
2024,Matières organiques,Beaconsfield,4 998,3216,64 %,166,,,,
2024,Matières organiques,Côte-des-Neiges–Notre-Dame-de-Grâce,19 873,6835,34 %,36,,,,
2024,Matières organiques,Côte-Saint-Luc,5 244,2051,39 %,53,,,,
2024,Matières organiques,Dollard-des Ormeaux,8 978,3569,40 %,70,,,,
2024,Matières organiques,Dorval,2 958,1536,52 %,74,,,,
2024,Matières organiques,Hampstead,1 289,564,44 %,74,,,,
2024,Matières organiques,L'Île-Bizard–Sainte-Geneviève,4 037,1974,49 %,97,,,,
2024,Matières organiques,Kirkland,5 737,3161,55 %,162,,,,
2024,Matières organiques,Lachine,6 149,2727,44 %,53,,,,
2024,Matières organiques,LaSalle,9 962,3094,31 %,33,,,,
2024,Matières organiques,Mercier–Hochelaga-Maisonneuve,15 631,5753,37 %,37,,,,
2024,Matières organiques,Montréal-Est,796,146,18 %,30,,,,
2024,Matières organiques,Montréal-Nord,10 769,2313,21 %,24,,,,
2024,Matières organiques,Montréal-Ouest,967,562,58 %,105,,,,
2024,Matières organiques,Mont-Royal,4 807,3083,64 %,138,,,,
2024,Matières organiques,Outremont,3 664,1695,46 %,60,,,,
2024,Matières organiques,Pierrefonds-Roxboro,12 915,6306,49 %,83,,,,
2024,Matières organiques,Le Plateau-Mont-Royal,13 267,4304,32 %,37,,,,
2024,Matières organiques,Pointe-Claire,7 368,4846,66 %,134,,,,
2024,Matières organiques,Rivière-des-Prairies–Pointe-aux-Trembles,15 226,5380,35 %,46,,,,
2024,Matières organiques,Rosemont–La Petite-Patrie,18 033,7894,44 %,51,,,,
2024,Matières organiques,Sainte-Anne-de-Bellevue,947,485,51 %,88,,,,
2024,Matières organiques,Saint-Laurent,13 338,5621,42 %,49,,,,
2024,Matières organiques,Saint-Léonard,10 690,3830,36 %,45,,,,
2024,Matières organiques,Senneville,251,169,68 %,165,,,,
2024,Matières organiques,Le Sud-Ouest,9 819,2602,26 %,27,,,,
2024,Matières organiques,Verdun,7 678,2572,33 %,33,,,,
2024,Matières organiques,Ville-Marie,10 835,2019,19 %,16,,,,
2024,Matières organiques,Villeray–Saint-Michel–Parc-Extension,18 882,5617,30 %,36,,,,
2024,Matières organiques,Westmount,3 877,2533,65 %,124,,,,
2024,Matières organiques,Écocentres,NA,1725,NA,,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,288 464,178100,62 %,81,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,160 181,88115,55 %,45,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,12 190,6854,56 %,47,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Anjou,4 009,2239,56 %,48,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,558,366,66 %,99,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,3 843,2690,70 %,139,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges–Notre-Dame-de-Grâce,14 842,8387,57 %,44,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3 821,2188,57 %,57,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Dollard-des Ormeaux,4 687,2125,45 %,42,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Dorval,3 360,2342,70 %,113,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,649,307,47 %,40,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard–Sainte-Geneviève,2 153,1108,51 %,54,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Kirkland,3 095,1740,56 %,89,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Lachine,4 138,2404,58 %,47,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",LaSalle,7 281,3881,53 %,41,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Mercier–Hochelaga-Maisonneuve,12 532,7512,60 %,49,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Est,724,394,54 %,80,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Nord,9 039,4723,52 %,50,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Ouest,422,231,55 %,43,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Mont-Royal,1 996,1096,55 %,49,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Outremont,2 114,1145,54 %,40,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Pierrefonds-Roxboro,7 235,3845,53 %,51,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Le Plateau-Mont-Royal,9 137,4768,52 %,41,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Pointe-Claire,4 624,3336,72 %,92,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Rivière-des-Prairies–Pointe-aux-Trembles,11 066,5968,54 %,51,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Rosemont–La Petite-Patrie,12 637,7581,60 %,49,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Sainte-Anne-de-Bellevue,620,377,61 %,69,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Saint-Laurent,8 325,4513,54 %,40,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Saint-Léonard,7 973,4493,56 %,53,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Senneville,114,72,63 %,70,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Le Sud-Ouest,7 919,4379,55 %,46,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Verdun,5 833,3300,57 %,43,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Ville-Marie,9 071,4787,53 %,38,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Villeray–Saint-Michel–Parc-Extension,12 688,6226,49 %,39,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Westmount,1 564,906,58 %,45,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants",Écocentres,97 006,71779,NA,,,,,
2024,Résidus domestiques dangereux et PE,Agglomération de Montréal,NA,4762,NA,,,,,
2024,Résidus domestiques dangereux et PE,Ville de Montréal,NA,2190,NA,,,,,
2024,Résidus domestiques dangereux et PE,Ahuntsic-Cartierville,NA,164,NA,,,,,
2024,Résidus domestiques dangereux et PE,Anjou,NA,55,NA,,,,,
2024,Résidus domestiques dangereux et PE,Baie-d'Urfé,NA,18,NA,,,,,
2024,Résidus domestiques dangereux et PE,Beaconsfield,NA,68,NA,,,,,
2024,Résidus domestiques dangereux et PE,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,236,NA,,,,,
2024,Résidus domestiques dangereux et PE,Côte-Saint-Luc,NA,60,NA,,,,,
2024,Résidus domestiques dangereux et PE,Dollard-des Ormeaux,NA,132,NA,,,,,
2024,Résidus domestiques dangereux et PE,Dorval,NA,33,NA,,,,,
2024,Résidus domestiques dangereux et PE,Hampstead,NA,8,NA,,,,,
2024,Résidus domestiques dangereux et PE,L'Île-Bizard–Sainte-Geneviève,NA,41,NA,,,,,
2024,Résidus domestiques dangereux et PE,Kirkland,NA,49,NA,,,,,
2024,Résidus domestiques dangereux et PE,Lachine,NA,57,NA,,,,,
2024,Résidus domestiques dangereux et PE,LaSalle,NA,97,NA,,,,,
2024,Résidus domestiques dangereux et PE,Mercier–Hochelaga-Maisonneuve,NA,185,NA,,,,,
2024,Résidus domestiques dangereux et PE,Montréal-Est,NA,5,NA,,,,,
2024,Résidus domestiques dangereux et PE,Montréal-Nord,NA,118,NA,,,,,
2024,Résidus domestiques dangereux et PE,Montréal-Ouest,NA,8,NA,,,,,
2024,Résidus domestiques dangereux et PE,Mont-Royal,NA,22,NA,,,,,
2024,Résidus domestiques dangereux et PE,Outremont,NA,28,NA,,,,,
2024,Résidus domestiques dangereux et PE,Pierrefonds-Roxboro,NA,94,NA,,,,,
2024,Résidus domestiques dangereux et PE,Le Plateau-Mont-Royal,NA,119,NA,,,,,
2024,Résidus domestiques dangereux et PE,Pointe-Claire,NA,79,NA,,,,,
2024,Résidus domestiques dangereux et PE,Rivière-des-Prairies–Pointe-aux-Trembles,NA,133,NA,,,,,
2024,Résidus domestiques dangereux et PE,Rosemont–La Petite-Patrie,NA,165,NA,,,,,
2024,Résidus domestiques dangereux et PE,Sainte-Anne-de-Bellevue,NA,11,NA,,,,,
2024,Résidus domestiques dangereux et PE,Saint-Laurent,NA,111,NA,,,,,
2024,Résidus domestiques dangereux et PE,Saint-Léonard,NA,99,NA,,,,,
2024,Résidus domestiques dangereux et PE,Senneville,NA,2,NA,,,,,
2024,Résidus domestiques dangereux et PE,Le Sud-Ouest,NA,112,NA,,,,,
2024,Résidus domestiques dangereux et PE,Verdun,NA,83,NA,,,,,
2024,Résidus domestiques dangereux et PE,Ville-Marie,NA,126,NA,,,,,
2024,Résidus domestiques dangereux et PE,Villeray–Saint-Michel–Parc-Extension,NA,167,NA,,,,,
2024,Résidus domestiques dangereux et PE,Westmount,NA,30,NA,,,,,
2024,Résidus domestiques dangereux et PE,Écocentres,NA,2048,NA,,,,,
2024,Textiles,Agglomération de Montréal,NA,190,NA,,,,,
2024,Textiles,Ville de Montréal,NA,0,NA,,,,,
2024,Textiles,Ahuntsic-Cartierville,NA,0,NA,,,,,
2024,Textiles,Anjou,NA,0,NA,,,,,
2024,Textiles,Baie-d'Urfé,NA,0,NA,,,,,
2024,Textiles,Beaconsfield,NA,0,NA,,,,,
2024,Textiles,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,0,NA,,,,,
2024,Textiles,Côte-Saint-Luc,NA,0,NA,,,,,
2024,Textiles,Dollard-des Ormeaux,NA,0,NA,,,,,
2024,Textiles,Dorval,NA,0,NA,,,,,
2024,Textiles,Hampstead,NA,0,NA,,,,,
2024,Textiles,L'Île-Bizard–Sainte-Geneviève,NA,0,NA,,,,,
2024,Textiles,Kirkland,NA,5,NA,,,,,
2024,Textiles,Lachine,NA,0,NA,,,,,
2024,Textiles,LaSalle,NA,0,NA,,,,,
2024,Textiles,Mercier–Hochelaga-Maisonneuve,NA,0,NA,,,,,
2024,Textiles,Montréal-Est,NA,0,NA,,,,,
2024,Textiles,Montréal-Nord,NA,0,NA,,,,,
2024,Textiles,Montréal-Ouest,NA,0,NA,,,,,
2024,Textiles,Mont-Royal,NA,0,NA,,,,,
2024,Textiles,Outremont,NA,0,NA,,,,,
2024,Textiles,Pierrefonds-Roxboro,NA,0,NA,,,,,
2024,Textiles,Le Plateau-Mont-Royal,NA,0,NA,,,,,
2024,Textiles,Pointe-Claire,NA,97,NA,,,,,
2024,Textiles,Rivière-des-Prairies–Pointe-aux-Trembles,NA,0,NA,,,,,
2024,Textiles,Rosemont–La Petite-Patrie,NA,0,NA,,,,,
2024,Textiles,Sainte-Anne-de-Bellevue,NA,0,NA,,,,,
2024,Textiles,Saint-Laurent,NA,0,NA,,,,,
2024,Textiles,Saint-Léonard,NA,0,NA,,,,,
2024,Textiles,Senneville,NA,0,NA,,,,,
2024,Textiles,Le Sud-Ouest,NA,0,NA,,,,,
2024,Textiles,Verdun,NA,0,NA,,,,,
2024,Textiles,Ville-Marie,NA,0,NA,,,,,
2024,Textiles,Villeray–Saint-Michel–Parc-Extension,NA,0,NA,,,,,
2024,Textiles,Westmount,NA,52,NA,,,,,
2024,Textiles,Écocentres,NA,35,NA,,,,,
2024,Ordures ménagères éliminées,Agglomération de Montréal,NA,451307,NA,205,,,,
2024,Ordures ménagères éliminées,Ville de Montréal,NA,384563,NA,197,,,,
2024,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,28684,NA,195,,,,
2024,Ordures ménagères éliminées,Anjou,NA,9325,NA,200,,,,
2024,Ordures ménagères éliminées,Baie-d'Urfé,NA,850,NA,229,,,,
2024,Ordures ménagères éliminées,Beaconsfield,NA,4741,NA,245,,,,
2024,Ordures ménagères éliminées,Côte-des-Neiges - Notre-Dame-de-Grâce,NA,34693,NA,181,,,,
2024,Ordures ménagères éliminées,Côte-Saint-Luc,NA,8498,NA,221,,,,
2024,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,14393,NA,284,,,,
2024,Ordures ménagères éliminées,Dorval,NA,3784,NA,182,,,,
2024,Ordures ménagères éliminées,Hampstead,NA,1931,NA,255,,,,
2024,Ordures ménagères éliminées,L'Île-Bizard - Sainte-Geneviève,NA,5491,NA,269,,,,
2024,Ordures ménagères éliminées,Kirkland,NA,6856,NA,351,,,,
2024,Ordures ménagères éliminées,Lachine,NA,9107,NA,177,,,,
2024,Ordures ménagères éliminées,LaSalle,NA,18276,NA,193,,,,
2024,Ordures ménagères éliminées,Mercier - Hochelaga-Maisonneuve,NA,26286,NA,171,,,,
2024,Ordures ménagères éliminées,Montréal-Est,NA,1728,NA,351,,,,
2024,Ordures ménagères éliminées,Montréal-Nord,NA,22502,NA,237,,,,
2024,Ordures ménagères éliminées,Montréal-Ouest,NA,1077,NA,200,,,,
2024,Ordures ménagères éliminées,Mont-Royal,NA,4587,NA,205,,,,
2024,Ordures ménagères éliminées,Outremont,NA,5241,NA,184,,,,
2024,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,17587,NA,231,,,,
2024,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,23851,NA,206,,,,
2024,Ordures ménagères éliminées,Pointe-Claire,NA,6710,NA,185,,,,
2024,Ordures ménagères éliminées,Rivière-des-Prairies - Pointe-aux-Trembles,NA,26200,NA,224,,,,
2024,Ordures ménagères éliminées,Rosemont - La Petite-Patrie,NA,26981,NA,174,,,,
2024,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,1228,NA,223,,,,
2024,Ordures ménagères éliminées,Saint-Laurent,NA,20536,NA,180,,,,
2024,Ordures ménagères éliminées,Saint-Léonard,NA,18254,NA,214,,,,
2024,Ordures ménagères éliminées,Senneville,NA,217,NA,212,,,,
2024,Ordures ménagères éliminées,Sud-Ouest (Le),NA,19206,NA,200,,,,
2024,Ordures ménagères éliminées,Verdun,NA,13588,NA,175,,,,
2024,Ordures ménagères éliminées,Ville-Marie,NA,23460,NA,188,,,,
2024,Ordures ménagères éliminées,Villeray - Saint-Michel - Parc-Extension,NA,35296,NA,224,,,,
2024,Ordures ménagères éliminées,Westmount,NA,3577,NA,176,,,,
2024,Ordures ménagères éliminées,Écocentres,NA,0,NA,,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,30348,NA,14,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,3883,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,251,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Anjou,NA,116,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Baie-d'Urfé,NA,41,NA,11,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Beaconsfield,NA,312,NA,16,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-des-Neiges - Notre-Dame-de-Grâce,NA,304,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,126,NA,3,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,10,NA,0,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,347,NA,17,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,0,NA,0,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard - Sainte-Geneviève,NA,72,NA,4,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,139,NA,7,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,119,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,160,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier - Hochelaga-Maisonneuve,NA,359,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,24,NA,5,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,326,NA,3,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,0,NA,0,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,87,NA,4,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,39,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,271,NA,4,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,141,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,98,NA,3,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies - Pointe-aux-Trembles,NA,453,NA,4,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont - La Petite-Patrie,NA,272,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,25,NA,5,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,171,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,243,NA,3,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,4,NA,4,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,135,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,123,NA,2,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,124,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray - Saint-Michel - Parc-Extension,NA,203,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,24,NA,1,,,,
2024,"Résidus de construction, rénovation, démolition et encombrants éliminés",Écocentres,NA,25227,NA,,,,,
2025,Matières recyclables,Agglomération de Montréal,274021,"164,066",0.66,76,,,,
2025,Matières recyclables,Ville de Montréal,236211,"141,220",0.66,74,,,,
2025,Matières recyclables,Ahuntsic-Cartierville,16541,"9,588",0.64,67,,,,
2025,Matières recyclables,Anjou,5551,"3,269",0.65,71,,,,
2025,Matières recyclables,Baie-d'Urfé,591,383,0.71,103,,,,
2025,Matières recyclables,Beaconsfield,2746,"1,835",0.73,94,,,,
2025,Matières recyclables,Côte-des-Neiges–Notre-Dame-de-Grâce,21281,"12,709",0.66,68,,,,
2025,Matières recyclables,Côte-Saint-Luc,4405,"2,198",0.55,58,,,,
2025,Matières recyclables,Dollard-des Ormeaux,6562,"3,475",0.58,69,,,,
2025,Matières recyclables,Dorval,2819,"1,872",0.73,89,,,,
2025,Matières recyclables,Hampstead,1145,692,0.66,93,,,,
2025,Matières recyclables,L'Île-Bizard–Sainte-Geneviève,3440,"2,260",0.72,113,,,,
2025,Matières recyclables,Kirkland,2637,"1,742",0.73,88,,,,
2025,Matières recyclables,Lachine,5926,"3,680",0.68,73,,,,
2025,Matières recyclables,LaSalle,11522,"6,932",0.66,74,,,,
2025,Matières recyclables,Mercier–Hochelaga-Maisonneuve,17667,"11,213",0.7,74,,,,
2025,Matières recyclables,Montréal-Est,984,545,0.61,108,,,,
2025,Matières recyclables,Montréal-Nord,12860,"7,165",0.61,77,,,,
2025,Matières recyclables,Montréal-Ouest,792,494,0.68,95,,,,
2025,Matières recyclables,Mont-Royal,3080,"1,978",0.71,87,,,,
2025,Matières recyclables,Outremont,3697,"2,348",0.7,82,,,,
2025,Matières recyclables,Pierrefonds-Roxboro,9425,"5,312",0.62,72,,,,
2025,Matières recyclables,Le Plateau-Mont-Royal,14575,"8,916",0.67,79,,,,
2025,Matières recyclables,Pointe-Claire,5093,"3,577",0.77,96,,,,
2025,Matières recyclables,Rivière-des-Prairies–Pointe-aux-Trembles,15555,"9,107",0.64,79,,,,
2025,Matières recyclables,Rosemont–La Petite-Patrie,18689,"11,825",0.7,78,,,,
2025,Matières recyclables,Sainte-Anne-de-Bellevue,713,462,0.71,87,,,,
2025,Matières recyclables,Saint-Laurent,12369,"7,453",0.66,66,,,,
2025,Matières recyclables,Saint-Léonard,10994,"6,336",0.63,76,,,,
2025,Matières recyclables,Senneville,181,125,0.76,118,,,,
