annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,247,NA,8,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies–Pointe-aux-Trembles,NA,5912,NA,54,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont–La Petite-Patrie,NA,7069,NA,51,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,95,NA,18,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,785,NA,8,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,126,NA,2,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,0,NA,0,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,10333,NA,139,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,587,NA,8,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,2596,NA,31,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray–Saint-Michel–Parc-Extension,NA,8423,NA,58,NA,NA,NA,NA
2012,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,226,NA,11,NA,NA,NA,NA
2013,Matières recyclables,Agglomération de Montréal,326332,172882,58%,90,NA,NA,NA,NA
2013,Matières recyclables,Ville de Montréal,282397,147543,57%,88,NA,NA,NA,NA
2013,Matières recyclables,Ahuntsic-Cartierville,20582,10100,54%,78,NA,NA,NA,NA
2013,Matières recyclables,Anjou,6649,3100,51%,72,NA,NA,NA,NA
2013,Matières recyclables,Baie-d'Urfé,978,586,66%,150,NA,NA,NA,NA
2013,Matières recyclables,Beaconsfield,4477,2480,61%,127,NA,NA,NA,NA
2013,Matières recyclables,Côte-des-Neiges–Notre-Dame-de-Grâce,25374,13109,57%,79,NA,NA,NA,NA
2013,Matières recyclables,Côte-Saint-Luc,4515,2218,54%,68,NA,NA,NA,NA
2013,Matières recyclables,Dollard-Des Ormeaux,8045,4245,58%,85,NA,NA,NA,NA
2013,Matières recyclables,Dorval,3410,1996,64%,107,NA,NA,NA,NA
2013,Matières recyclables,Hampstead,1409,862,67%,118,NA,NA,NA,NA
2013,Matières recyclables,L'Île-Bizard–Sainte-Geneviève,3807,2071,60%,112,NA,NA,NA,NA
2013,Matières recyclables,Kirkland,4019,2459,67%,116,NA,NA,NA,NA
2013,Matières recyclables,Lachine,7968,3900,54%,91,NA,NA,NA,NA
2013,Matières recyclables,LaSalle,12653,6807,59%,90,NA,NA,NA,NA
2013,Matières recyclables,Mercier–Hochelaga-Maisonneuve,23333,12529,59%,93,NA,NA,NA,NA
2013,Matières recyclables,Montréal-Est,751,340,50%,90,NA,NA,NA,NA
2013,Matières recyclables,Montréal-Nord,13798,5828,46%,68,NA,NA,NA,NA
2013,Matières recyclables,Montréal-Ouest,1124,657,64%,129,NA,NA,NA,NA
2013,Matières recyclables,Mont-Royal,4023,2421,66%,123,NA,NA,NA,NA
2013,Matières recyclables,Outremont,4447,2680,66%,111,NA,NA,NA,NA
2013,Matières recyclables,Pierrefonds-Roxboro,12434,6396,57%,92,NA,NA,NA,NA
2013,Matières recyclables,Plateau-Mont-Royal (Le),19366,10505,60%,104,NA,NA,NA,NA
2013,Matières recyclables,Pointe-Claire,6231,3969,70%,128,NA,NA,NA,NA
2013,Matières recyclables,Rivière-des-Prairies–Pointe-aux-Trembles,18171,9993,60%,92,NA,NA,NA,NA
2013,Matières recyclables,Rosemont–La Petite-Patrie,25080,14805,65%,109,NA,NA,NA,NA
2013,Matières recyclables,Sainte-Anne-de-Bellevue,1085,675,68%,136,NA,NA,NA,NA
2013,Matières recyclables,Saint-Laurent,14473,7207,55%,75,NA,NA,NA,NA
2013,Matières recyclables,Saint-Léonard,12070,5380,49%,69,NA,NA,NA,NA
2013,Matières recyclables,Senneville,164,109,73%,117,NA,NA,NA,NA
2013,Matières recyclables,Sud-Ouest (Le),12413,6665,59%,91,NA,NA,NA,NA
2013,Matières recyclables,Verdun,11854,7348,68%,110,NA,NA,NA,NA
2013,Matières recyclables,Ville-Marie,16828,9998,65%,118,NA,NA,NA,NA
2013,Matières recyclables,Villeray–Saint-Michel–Parc-Extension,21096,9121,48%,63,NA,NA,NA,NA
2013,Matières recyclables,Westmount,3706,2323,69%,116,NA,NA,NA,NA
2013,Matières organiques,Agglomération de Montréal,371440,47589,13%,25,NA,NA,NA,NA
2013,Matières organiques,Ville de Montréal,310728,26122,8%,16,NA,NA,NA,NA
2013,Matières organiques,Ahuntsic-Cartierville,24419,2297,9%,18,NA,NA,NA,NA
2013,Matières organiques,Anjou,7829,341,4%,8,NA,NA,NA,NA
2013,Matières organiques,Baie-d'Urfé,1105,277,25%,71,NA,NA,NA,NA
2013,Matières organiques,Beaconsfield,5770,1556,27%,80,NA,NA,NA,NA
2013,Matières organiques,Côte-des-Neiges–Notre-Dame-de-Grâce,28994,3109,11%,19,NA,NA,NA,NA
2013,Matières organiques,Côte-Saint-Luc,6552,1705,26%,52,NA,NA,NA,NA
2013,Matières organiques,Dollard-Des Ormeaux,11695,3677,31%,74,NA,NA,NA,NA
2013,Matières organiques,Dorval,4135,1149,28%,62,NA,NA,NA,NA
2013,Matières organiques,Hampstead,1455,299,21%,41,NA,NA,NA,NA
2013,Matières organiques,L'Île-Bizard–Sainte-Geneviève,4530,866,19%,47,NA,NA,NA,NA
2013,Matières organiques,Kirkland,5094,1801,35%,85,NA,NA,NA,NA
2013,Matières organiques,Lachine,9765,1181,12%,28,NA,NA,NA,NA
2013,Matières organiques,LaSalle,13175,836,6%,11,NA,NA,NA,NA
2013,Matières organiques,Mercier–Hochelaga-Maisonneuve,23363,560,2%,4,NA,NA,NA,NA
2013,Matières organiques,Montréal-Est,949,83,9%,22,NA,NA,NA,NA
2013,Matières organiques,Montréal-Nord,17660,840,5%,10,NA,NA,NA,NA
2013,Matières organiques,Montréal-Ouest,1153,168,15%,33,NA,NA,NA,NA
2013,Matières organiques,Mont-Royal,5909,2529,43%,128,NA,NA,NA,NA
2013,Matières organiques,Outremont,4880,1152,24%,48,NA,NA,NA,NA
2013,Matières organiques,Pierrefonds-Roxboro,13562,820,6%,12,NA,NA,NA,NA
2013,Matières organiques,Plateau-Mont-Royal (Le),19690,989,5%,10,NA,NA,NA,NA
2013,Matières organiques,Pointe-Claire,10249,5475,53%,177,NA,NA,NA,NA
2013,Matières organiques,Rivière-des-Prairies–Pointe-aux-Trembles,20695,3434,17%,32,NA,NA,NA,NA
2013,Matières organiques,Rosemont–La Petite-Patrie,24684,2998,12%,22,NA,NA,NA,NA
2013,Matières organiques,Sainte-Anne-de-Bellevue,1086,222,20%,45,NA,NA,NA,NA
2013,Matières organiques,Saint-Laurent,16987,1652,10%,17,NA,NA,NA,NA
2013,Matières organiques,Saint-Léonard,14987,868,6%,11,NA,NA,NA,NA
2013,Matières organiques,Senneville,401,284,71%,307,NA,NA,NA,NA
2013,Matières organiques,Sud-Ouest (Le),13088,957,7%,13,NA,NA,NA,NA
2013,Matières organiques,Verdun,10381,870,8%,13,NA,NA,NA,NA
2013,Matières organiques,Ville-Marie,14682,268,2%,3,NA,NA,NA,NA
2013,Matières organiques,Villeray–Saint-Michel–Parc-Extension,27358,2085,8%,14,NA,NA,NA,NA
2013,Matières organiques,Westmount,5160,2242,43%,112,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,244386,145935,60%,76,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,219654,130300,59%,78,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,17522,10390,59%,80,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Anjou,2877,1705,59%,40,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,474,305,64%,78,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,2307,1320,57%,68,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges–Notre-Dame-de-Grâce,20960,12619,60%,76,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3242,1892,58%,58,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Dollard-Des Ormeaux,4156,2936,71%,59,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Dorval,3289,2406,73%,130,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,837,518,62%,71,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard–Sainte-Geneviève,1994,1132,57%,61,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Kirkland,2307,1153,50%,54,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Lachine,3114,1856,60%,43,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",LaSalle,14168,8779,62%,116,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Mercier–Hochelaga-Maisonneuve,10708,6039,56%,45,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Est,509,244,48%,64,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Nord,5522,3056,55%,36,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Montréal-Ouest,409,264,65%,52,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Mont-Royal,2002,1366,68%,69,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Outremont,3071,1508,49%,63,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Pierrefonds-Roxboro,4183,2315,55%,33,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Plateau-Mont-Royal (Le),7671,4212,55%,42,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Pointe-Claire,2705,1722,64%,56,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Rivière-des-Prairies–Pointe-aux-Trembles,22372,14252,64%,132,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Rosemont–La Petite-Patrie,25802,16226,63%,119,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Sainte-Anne-de-Bellevue,439,224,51%,45,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Saint-Laurent,7412,4346,59%,45,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Saint-Léonard,5496,3150,57%,41,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Senneville,67,30,44%,32,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Sud-Ouest (Le),21881,11868,54%,162,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Verdun,4817,2843,59%,42,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Ville-Marie,9619,4789,50%,57,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Villeray–Saint-Michel–Parc-Extension,30466,19216,63%,133,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants",Westmount,1989,1254,63%,63,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Agglomération de Montréal,5682,3300,58%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Ville de Montréal,4962,2868,58%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Ahuntsic-Cartierville,419,257,61%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Anjou,103,48,46%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Baie-d'Urfé,18,12,66%,3,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Beaconsfield,79,48,61%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Côte-des-Neiges–Notre-Dame-de-Grâce,467,276,59%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Côte-Saint-Luc,80,44,55%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Dollard-Des Ormeaux,141,82,58%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Dorval,65,43,66%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Hampstead,17,9,51%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,L'Île-Bizard–Sainte-Geneviève,58,31,54%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Kirkland,64,40,62%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Lachine,111,48,43%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,LaSalle,293,202,69%,3,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Mercier–Hochelaga-Maisonneuve,310,142,46%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Montréal-Est,10,4,37%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Montréal-Nord,216,92,43%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Montréal-Ouest,16,8,53%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Mont-Royal,55,30,54%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Outremont,57,29,52%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Pierrefonds-Roxboro,189,95,50%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Plateau-Mont-Royal (Le),243,105,43%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Pointe-Claire,106,71,67%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Rivière-des-Prairies–Pointe-aux-Trembles,409,282,69%,3,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Rosemont–La Petite-Patrie,533,373,70%,3,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Sainte-Anne-de-Bellevue,16,10,60%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Saint-Laurent,214,101,47%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Saint-Léonard,190,86,45%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Senneville,2,1,60%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Sud-Ouest (Le),308,219,71%,3,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Verdun,139,69,50%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Ville-Marie,197,91,46%,1,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Villeray–Saint-Michel–Parc-Extension,507,321,63%,2,NA,NA,NA,NA
2013,Résidus domestiques dangereux,Westmount,52,30,59%,2,NA,NA,NA,NA
2013,Textiles,Agglomération de Montréal,NA,231,NA,0,NA,NA,NA,NA
2013,Textiles,Ville de Montréal,NA,206,NA,0,NA,NA,NA,NA
2013,Textiles,Ahuntsic-Cartierville,NA,7,NA,0,NA,NA,NA,NA
2013,Textiles,Anjou,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Baie-d'Urfé,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Beaconsfield,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,5,NA,0,NA,NA,NA,NA
2013,Textiles,Côte-Saint-Luc,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Dollard-Des Ormeaux,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Dorval,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Hampstead,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,L'Île-Bizard–Sainte-Geneviève,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Kirkland,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Lachine,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,LaSalle,NA,6,NA,0,NA,NA,NA,NA
2013,Textiles,Mercier–Hochelaga-Maisonneuve,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Montréal-Est,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Montréal-Nord,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Mont-Royal,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Outremont,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Pierrefonds-Roxboro,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Plateau-Mont-Royal (Le),NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Pointe-Claire,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Rivière-des-Prairies–Pointe-aux-Trembles,NA,5,NA,0,NA,NA,NA,NA
2013,Textiles,Rosemont–La Petite-Patrie,NA,16,NA,0,NA,NA,NA,NA
2013,Textiles,Sainte-Anne-de-Bellevue,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Saint-Laurent,NA,1,NA,0,NA,NA,NA,NA
2013,Textiles,Saint-Léonard,NA,159,NA,2,NA,NA,NA,NA
2013,Textiles,Senneville,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Sud-Ouest (Le),NA,2,NA,0,NA,NA,NA,NA
2013,Textiles,Verdun,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Ville-Marie,NA,0,NA,0,NA,NA,NA,NA
2013,Textiles,Villeray–Saint-Michel–Parc-Extension,NA,6,NA,0,NA,NA,NA,NA
2013,Textiles,Westmount,NA,25,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Agglomération de Montréal,NA,1514,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Ville de Montréal,NA,1264,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Ahuntsic-Cartierville,NA,114,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Anjou,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Baie-d'Urfé,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Beaconsfield,NA,17,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Côte-des-Neiges–Notre-Dame-de-Grâce,NA,278,NA,2,NA,NA,NA,NA
2013,Autres (produits électroniques),Côte-Saint-Luc,NA,44,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Dollard-Des Ormeaux,NA,120,NA,2,NA,NA,NA,NA
2013,Autres (produits électroniques),Dorval,NA,6,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Hampstead,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),L'Île-Bizard–Sainte-Geneviève,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Kirkland,NA,27,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Lachine,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),LaSalle,NA,111,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Mercier–Hochelaga-Maisonneuve,NA,139,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Montréal-Est,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Montréal-Nord,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Mont-Royal,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Outremont,NA,3,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Pierrefonds-Roxboro,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Plateau-Mont-Royal (Le),NA,13,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Pointe-Claire,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Rivière-des-Prairies–Pointe-aux-Trembles,NA,148,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Rosemont–La Petite-Patrie,NA,142,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Sainte-Anne-de-Bellevue,NA,14,NA,3,NA,NA,NA,NA
2013,Autres (produits électroniques),Saint-Laurent,NA,15,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Saint-Léonard,NA,5,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Senneville,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Sud-Ouest (Le),NA,157,NA,2,NA,NA,NA,NA
2013,Autres (produits électroniques),Verdun,NA,22,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Ville-Marie,NA,0,NA,0,NA,NA,NA,NA
2013,Autres (produits électroniques),Villeray–Saint-Michel–Parc-Extension,NA,114,NA,1,NA,NA,NA,NA
2013,Autres (produits électroniques),Westmount,NA,22,NA,1,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Agglomération de Montréal,NA,553970,NA,289,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Ville de Montréal,NA,486838,NA,290,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,37840,NA,292,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Anjou,NA,12809,NA,300,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Baie-d'Urfé,NA,1416,NA,364,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Beaconsfield,NA,7208,NA,370,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,44279,NA,265,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Côte-Saint-Luc,NA,8291,NA,254,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,13716,NA,275,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Dorval,NA,5106,NA,275,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Hampstead,NA,1977,NA,270,NA,NA,NA,NA
2013,Ordures ménagères éliminées,L'Île-Bizard–Sainte-Geneviève,NA,6267,NA,340,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Kirkland,NA,5633,NA,265,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Lachine,NA,14684,NA,343,NA,NA,NA,NA
2013,Ordures ménagères éliminées,LaSalle,NA,21106,NA,278,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Mercier–Hochelaga-Maisonneuve,NA,39006,NA,291,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Montréal-Est,NA,1481,NA,390,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Montréal-Nord,NA,28772,NA,338,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Montréal-Ouest,NA,1685,NA,331,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Mont-Royal,NA,5783,NA,294,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Outremont,NA,6377,NA,265,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,21796,NA,313,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,31990,NA,315,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Pointe-Claire,NA,8166,NA,264,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Rivière-des-Prairies–Pointe-aux-Trembles,NA,29526,NA,273,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Rosemont–La Petite-Patrie,NA,37096,NA,272,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,1477,NA,297,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Saint-Laurent,NA,26231,NA,271,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Saint-Léonard,NA,24152,NA,311,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Senneville,NA,199,NA,215,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Sud-Ouest (Le),NA,20751,NA,283,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Verdun,NA,16268,NA,243,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Ville-Marie,NA,24656,NA,291,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Villeray–Saint-Michel–Parc-Extension,NA,43231,NA,300,NA,NA,NA,NA
2013,Ordures ménagères éliminées,Westmount,NA,4993,NA,250,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,50976,NA,27,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,47632,NA,28,NA,NA,NA,NA
2013,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,3889,NA,30,NA,NA,NA,NA
